SKU,Product,Product Abv.,Product Family,Price,Cost,U14 Adders,Ref Price,Spencer Price,Model Cost,Spencer Cost,CM Model,CM Spencer,Delta,ERROR,Unnamed: 15,CM Model.1,Current Batch Hrs,New Cycle Time,Price Net Size,U14INT,U18,TOFA1INT,D60,M35,EDA,H2PO4,HMDA,Polyetheramine,Piperazine,Azelaic Acid,Sebacic Acid,Dimer Acid,Target Cycle Time,Cycle Time to Make 1MT,$CM/Hr,Sales Vol
2000676,"UNI-REZ 2632, Bag 50 LB",U2632,HM,7903.578546358843,2540.6788781892556,804.98,6497.298360177042,6295.98,2540.6788781892556,2421.0,3151.6394819877864,3069.9999999999995,-81.6394819877869,0.0265926651426016,,4557.919668169587,52.34,52.34,30.681599999999996,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.7598221735502726,3.7598221735502726,1212.270011128132,294.8
2000361,"UNI-REZ 2291, Bag 50 LB",U2291,HM,9450.202836666665,4104.6794564349,773.0,9442.141372727274,9634.0,4104.6794564349,4055.0,4564.461916292374,4806.0,241.53808370762636,0.05025761209064219,,4572.523380231765,51.55,51.55,28.7352,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,3.95390322670453,3.95390322670453,1156.4580916773823,281.2
2000758,"UNI-REZ 2635, Bag 50 LB",U2635,HM,7152.36450190686,2973.3869052037426,44.93,7282.016,7280.0,2973.3869052037426,3087.0,4263.699094796257,4148.07,-115.62909479625705,0.027875396219508606,,4134.047596703117,49.71,49.71,30.379475000000003,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,3.606409919855429,3.606409919855429,1146.3055194981384,613.1
2000461,"HL 6608, Box 1350 LB",F6608,HM,6435.68,1623.9322253041678,59.05,6435.68,6517.0,1623.9322253041678,2024.0,4752.697774695832,4433.95,-318.74777469583205,0.07188799483436485,,4752.697774695832,60.97,60.97,30.944067999999998,0.0,0.8,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3426055035814946,4.3426055035814946,1094.434613223817,69.6
2001394,"HM 1580, Bag 40 LB",F1580,HM,8540.77553429277,3622.328930807054,796.08,8463.36,8544.42,3622.328930807054,3711.0,4044.9510691929463,4037.34,-7.611069192946161,0.001885169243349869,,4122.366603485716,54.87,54.87,30.176531200000003,0.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,4.007534172781264,4.007534172781264,1028.654136372531,278.2
2000336,"UNI-REZ 2665, Bag 50 LB",U2665,HM,8154.8,2852.3310989579268,989.68,8154.8,7323.0,2852.3310989579268,1773.26,4312.788901042073,4560.0599999999995,247.27109895792637,0.05422540470036061,,4312.788901042073,62.61,62.61,31.764479999999995,0.9,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.34423733679884,4.34423733679884,992.7608845192743,26.0
2001857,"UNI-REZ 2656, Box 1350 LB",U2656F,HM,9656.254958312444,5078.85700982496,721.0,9717.610115089312,9436.0,5078.85700982496,4532.0,3917.7531052643517,4183.0,265.2468947356483,0.063410684851936,,3856.3979484874835,58.15,58.15,32.49,0.6,0.0,0.0,0.0,0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.2,3.9446783625730992,3.9446783625730992,977.6203771330977,1307.1
2000798,"UNI-REZ 2727, BB 1102 LB",U2727,HM,5751.91757475066,1714.597631796934,64.82,4994.389847341352,4959.0,1714.597631796934,1422.0,3214.972215544418,3472.18,257.207784455582,0.0740767426963988,,3972.4999429537256,59.64,59.64,31.970579999999998,0.0,0.8,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111484996518675,4.111484996518675,966.1958991258311,46.0
2000445,"HL 6612, Bag 40 LB",F6612,HM,6089.687572724769,2741.7458238871145,45.98,5465.92,5540.0,2741.7458238871145,2776.0,2678.1941761128855,2718.02,39.82582388711444,0.01465251318500763,,3301.9617488376543,53.32,53.32,31.461150000000004,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,3.7353141890871755,3.7353141890871755,883.9850094764257,759.9
2000787,"UNI-REZ 2620, Bag 50 LB",U2620,HM,4284.5898372569445,1484.8251540425485,72.0,4077.1508831541987,4098.0,1484.8251540425485,1237.0,2520.32572911165,2789.0,268.67427088834984,0.09633354997789524,,2727.764683214396,44.17,44.17,30.437760599999997,0.0,0.7,0.1,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1983522467155487,3.1983522467155487,852.8656235458716,0.0
2000335,"UNI-REZ 2651, Bag 50 LB",U2651,HM,5547.23714705985,1875.6643906252834,0.0,5319.989591703054,5855.0,1875.6643906252834,2191.79,3444.325201077771,3663.21,218.88479892222904,0.059752184265228866,,3671.5727564345666,62.75,62.75,31.377010000000002,0.0,0.7,0.0,0.0,0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,4.407717625101946,4.407717625101946,832.9872892775537,393.4
2000342,"UNI-REZ 2626, Bag 50 LB",U2626,HM,6313.710338806681,2256.284264975592,61.33,5959.7754828782345,5895.0,2256.284264975592,2068.0,3642.1612179026424,3765.67,123.50878209735765,0.03279862072283489,,3996.0960738310887,67.03,67.03,30.16536,0.0,0.8,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.89747578016639,4.89747578016639,815.9501451777109,180.9
2000785,"UNI-REZ 2721, Bag 50 LB",U2721,HM,4781.566358024691,1580.4188748282338,67.06,4055.505079410254,4192.0,1580.4188748282338,1713.0,2408.0262045820205,2411.94,3.9137954179795997,0.001622675281300364,,3134.087483196457,78.54,78.54,31.416980000000006,0.0,0.8,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.509828124791116,5.509828124791116,568.8176495188358,154.6
